"### รายการธุรกรรมทั้งหมด"
"ลำดับ","เวลา","ประเภท","จาก","ไป","จำนวน(บาท)","หมายเหตุ","Σกระเป๋า+กอง หลังรายการ","เบิกสุทธิ หลังรายการ","ส่วนต่าง (ตรวจสมการ)"
"551","17/8/2569 05:11:17","ลงกอง","มิ้นท์","กองกลาง","100.00","ขึ้นเป็น ฿100","12000.00","12000.00","0"
"552","17/8/2569 05:12:26","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿100","12000.00","12000.00","0"
"553","17/8/2569 05:14:41","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿100","12000.00","12000.00","0"
"554","17/8/2569 05:18:05","ลงกอง","ป๋องแป๋ง","กองกลาง","20.00","ขึ้นเป็น ฿20","12000.00","12000.00","0"
"555","17/8/2569 05:18:40","ลงกอง","บอย","กองกลาง","40.00","ขึ้นเป็น ฿40","12000.00","12000.00","0"
"556","17/8/2569 05:19:23","ลงกอง","มิ้นท์","กองกลาง","40.00","ตาม ฿40","12000.00","12000.00","0"
"557","17/8/2569 05:21:03","รับเงินกองกลาง","กองกลาง","มิ้นท์","700.00","","12000.00","12000.00","0"
"558","17/8/2569 05:22:48","คืนเงินเข้า BANK","มิ้นท์","BANK","5380.00","แลกชิพคืน — ออกจากวง","6620.00","6620.00","0"
"559","17/8/2569 05:25:53","เงินเริ่มต้นจาก BANK","BANK","ตูน","1500.00","เงินเริ่มต้น","8120.00","8120.00","0"
"560","17/8/2569 05:28:05","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","8120.00","8120.00","0"
"561","17/8/2569 05:29:09","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","8120.00","8120.00","0"
"562","17/8/2569 05:29:36","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","8120.00","8120.00","0"
"563","17/8/2569 05:30:46","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","8120.00","8120.00","0"
"564","17/8/2569 05:30:59","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","8120.00","8120.00","0"
"565","17/8/2569 05:33:20","ลงกอง","บอย","กองกลาง","40.00","ขึ้นเป็น ฿40","8120.00","8120.00","0"
"566","17/8/2569 05:34:28","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿40","8120.00","8120.00","0"
"567","17/8/2569 05:35:43","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿40","8120.00","8120.00","0"
"568","17/8/2569 05:36:05","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿40","8120.00","8120.00","0"
"569","17/8/2569 05:36:43","ลงกอง","แนน","กองกลาง","40.00","ตาม ฿40","8120.00","8120.00","0"
"570","17/8/2569 05:38:30","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","8120.00","8120.00","0"
"571","17/8/2569 05:39:08","ลงกอง","ตูน","กองกลาง","120.00","ขึ้นเป็น ฿120","8120.00","8120.00","0"
"572","17/8/2569 05:39:54","ลงกอง","ป๋องแป๋ง","กองกลาง","120.00","ตาม ฿120","8120.00","8120.00","0"
"573","17/8/2569 05:40:49","เติมเงิน (อนุมัติแล้ว)","BANK","อาร์ต","500.00","ขอเติมเงิน","8620.00","8620.00","0"
"574","17/8/2569 05:42:01","ลงกอง","อาร์ต","กองกลาง","120.00","ตาม ฿120","8620.00","8620.00","0"
"575","17/8/2569 05:43:10","ลงกอง","แนน","กองกลาง","120.00","ตาม ฿120","8620.00","8620.00","0"
"576","17/8/2569 05:43:57","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿120","8620.00","8620.00","0"
"577","17/8/2569 05:46:43","ลงกอง","ตูน","กองกลาง","100.00","ขึ้นเป็น ฿100","8620.00","8620.00","0"
"578","17/8/2569 05:47:54","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿100","8620.00","8620.00","0"
"579","17/8/2569 05:48:18","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿100","8620.00","8620.00","0"
"580","17/8/2569 05:49:13","เติมเงิน (อนุมัติแล้ว)","BANK","แนน","500.00","ขอเติมเงิน","9120.00","9120.00","0"
"581","17/8/2569 05:49:32","ลงกอง","แนน","กองกลาง","140.00","ขึ้นเป็น ฿140","9120.00","9120.00","0"
"582","17/8/2569 05:49:59","ลงกอง","บอย","กองกลาง","140.00","ตาม ฿140","9120.00","9120.00","0"
"583","17/8/2569 05:50:48","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿140","9120.00","9120.00","0"
"584","17/8/2569 05:51:22","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿140","9120.00","9120.00","0"
"585","17/8/2569 05:52:16","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿140","9120.00","9120.00","0"
"586","17/8/2569 05:53:21","ลงกอง","แนน","กองกลาง","100.00","ขึ้นเป็น ฿100","9120.00","9120.00","0"
"587","17/8/2569 05:53:52","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿100","9120.00","9120.00","0"
"588","17/8/2569 05:54:05","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿100","9120.00","9120.00","0"
"589","17/8/2569 05:55:18","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿100","9120.00","9120.00","0"
"590","17/8/2569 05:56:22","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿100","9120.00","9120.00","0"
"591","17/8/2569 05:57:13","รับเงินกองกลาง","กองกลาง","แนน","2300.00","","9120.00","9120.00","0"
"592","17/8/2569 05:58:44","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","9120.00","9120.00","0"
"593","17/8/2569 05:59:35","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","9120.00","9120.00","0"
"594","17/8/2569 06:00:53","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","9120.00","9120.00","0"
"595","17/8/2569 06:01:44","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","9120.00","9120.00","0"
"596","17/8/2569 06:02:36","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","9120.00","9120.00","0"
"597","17/8/2569 06:03:41","ลงกอง","บอย","กองกลาง","100.00","ขึ้นเป็น ฿100","9120.00","9120.00","0"
"598","17/8/2569 06:04:09","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿100","9120.00","9120.00","0"
"599","17/8/2569 06:04:40","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿100","9120.00","9120.00","0"
"600","17/8/2569 06:06:13","เติมเงิน (อนุมัติแล้ว)","BANK","อาร์ต","500.00","ขอเติมเงิน","9620.00","9620.00","0"
"601","17/8/2569 06:06:30","ลงกอง","อาร์ต","กองกลาง","140.00","ขึ้นเป็น ฿140","9620.00","9620.00","0"
"602","17/8/2569 06:07:26","ลงกอง","แนน","กองกลาง","140.00","ตาม ฿140","9620.00","9620.00","0"
"603","17/8/2569 06:08:12","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿140","9620.00","9620.00","0"
"604","17/8/2569 06:08:21","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿140","9620.00","9620.00","0"
"605","17/8/2569 06:08:38","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿140","9620.00","9620.00","0"
"606","17/8/2569 06:10:57","ลงกอง","อาร์ต","กองกลาง","40.00","ขึ้นเป็น ฿40","9620.00","9620.00","0"
"607","17/8/2569 06:11:07","ลงกอง","แนน","กองกลาง","40.00","ตาม ฿40","9620.00","9620.00","0"
"608","17/8/2569 06:11:47","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿40","9620.00","9620.00","0"
"609","17/8/2569 06:12:30","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿40","9620.00","9620.00","0"
"610","17/8/2569 06:13:32","ลงกอง","ป๋องแป๋ง","กองกลาง","120.00","ขึ้นเป็น ฿120","9620.00","9620.00","0"
"611","17/8/2569 06:14:56","ลงกอง","บอย","กองกลาง","80.00","ตาม ฿120","9620.00","9620.00","0"
"612","17/8/2569 06:15:11","ลงกอง","ตูน","กองกลาง","80.00","ตาม ฿120","9620.00","9620.00","0"
"613","17/8/2569 06:19:13","ลงกอง","บอย","กองกลาง","100.00","ขึ้นเป็น ฿100","9620.00","9620.00","0"
"614","17/8/2569 06:19:23","ลงกอง","ตูน","กองกลาง","120.00","ขึ้นเป็น ฿120","9620.00","9620.00","0"
"615","17/8/2569 06:20:30","ลงกอง","ป๋องแป๋ง","กองกลาง","120.00","ตาม ฿120","9620.00","9620.00","0"
"616","17/8/2569 06:20:40","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿120","9620.00","9620.00","0"
"617","17/8/2569 06:21:01","รับเงินกองกลาง","กองกลาง","ป๋องแป๋ง","1800.00","","9620.00","9620.00","0"
"618","17/8/2569 06:21:29","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","9620.00","9620.00","0"
"619","17/8/2569 06:21:49","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","9620.00","9620.00","0"
"620","17/8/2569 06:22:49","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","9620.00","9620.00","0"
"621","17/8/2569 06:23:00","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","9620.00","9620.00","0"
"622","17/8/2569 06:24:10","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","9620.00","9620.00","0"
"623","17/8/2569 06:25:14","ลงกอง","อาร์ต","กองกลาง","60.00","ขึ้นเป็น ฿60","9620.00","9620.00","0"
"624","17/8/2569 06:25:46","ลงกอง","แนน","กองกลาง","60.00","ตาม ฿60","9620.00","9620.00","0"
"625","17/8/2569 06:26:59","ลงกอง","บอย","กองกลาง","60.00","ตาม ฿60","9620.00","9620.00","0"
"626","17/8/2569 06:28:15","ลงกอง","ตูน","กองกลาง","120.00","ขึ้นเป็น ฿120","9620.00","9620.00","0"
"627","17/8/2569 06:28:49","ลงกอง","ป๋องแป๋ง","กองกลาง","120.00","ตาม ฿120","9620.00","9620.00","0"
"628","17/8/2569 06:29:17","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿120","9620.00","9620.00","0"
"629","17/8/2569 06:30:08","ลงกอง","แนน","กองกลาง","60.00","ตาม ฿120","9620.00","9620.00","0"
"630","17/8/2569 06:31:23","ลงกอง","บอย","กองกลาง","60.00","ตาม ฿120","9620.00","9620.00","0"
"631","17/8/2569 06:31:40","ลงกอง","ป๋องแป๋ง","กองกลาง","60.00","ขึ้นเป็น ฿60","9620.00","9620.00","0"
"632","17/8/2569 06:32:32","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿60","9620.00","9620.00","0"
"633","17/8/2569 06:33:15","ลงกอง","บอย","กองกลาง","160.00","ขึ้นเป็น ฿160","9620.00","9620.00","0"
"634","17/8/2569 06:34:20","ลงกอง","ตูน","กองกลาง","160.00","ตาม ฿160","9620.00","9620.00","0"
"635","17/8/2569 06:35:37","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿160","9620.00","9620.00","0"
"636","17/8/2569 06:36:44","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿160","9620.00","9620.00","0"
"637","17/8/2569 06:37:21","ลงกอง","ป๋องแป๋ง","กองกลาง","20.00","ขึ้นเป็น ฿20","9620.00","9620.00","0"
"638","17/8/2569 06:38:11","ลงกอง","อาร์ต","กองกลาง","20.00","ตาม ฿20","9620.00","9620.00","0"
"639","17/8/2569 06:38:34","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿20","9620.00","9620.00","0"
"640","17/8/2569 06:40:20","ลงกอง","อาร์ต","กองกลาง","20.00","ขึ้นเป็น ฿20","9620.00","9620.00","0"
"641","17/8/2569 06:40:32","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿20","9620.00","9620.00","0"
